Model,Method,K (%),Image Idx,Label,Certified (%),Abstained (%),Certified-1 (%),Certified-0 (%),Radius
resnet18,IntegratedGradients,50,165,5,4.02,95.98,0.18,3.84,0.1012
resnet18,IntegratedGradients,50,168,7,4.72,95.28,0.07,4.65,0.1012
resnet18,IntegratedGradients,50,169,4,5.57,94.43,0.52,5.05,0.1012
resnet18,IntegratedGradients,50,170,4,4.85,95.15,0.53,4.33,0.1012
resnet18,IntegratedGradients,50,174,6,49.69,50.31,18.70,30.99,0.1012
resnet18,IntegratedGradients,50,180,4,12.43,87.57,1.02,11.42,0.1012
resnet18,IntegratedGradients,50,185,5,6.71,93.29,0.27,6.44,0.1012
resnet18,IntegratedGradients,50,186,3,7.28,92.72,0.07,7.21,0.1012
resnet18,IntegratedGradients,50,194,5,4.31,95.69,0.49,3.82,0.1012
resnet18,IntegratedGradients,50,203,7,3.23,96.77,0.08,3.16,0.1012
resnet18,IntegratedGradients,50,220,4,3.35,96.65,0.06,3.30,0.1012
resnet18,IntegratedGradients,50,229,2,10.40,89.60,2.74,7.66,0.1012
resnet18,IntegratedGradients,50,230,5,10.32,89.68,0.60,9.72,0.1012
resnet18,IntegratedGradients,50,249,7,14.71,85.29,4.25,10.45,0.1012
resnet18,IntegratedGradients,50,253,5,34.02,65.98,6.17,27.84,0.1012
resnet18,IntegratedGradients,50,255,5,2.98,97.02,0.21,2.77,0.1012
resnet18,IntegratedGradients,50,258,5,6.80,93.20,0.90,5.90,0.1012
resnet18,IntegratedGradients,50,259,5,2.82,97.18,0.23,2.59,0.1012
resnet18,IntegratedGradients,50,268,5,3.07,96.93,0.15,2.92,0.1012
resnet18,IntegratedGradients,50,270,7,36.53,63.47,12.22,24.32,0.1012
resnet18,IntegratedGradients,50,271,7,5.80,94.20,0.51,5.29,0.1012
resnet18,IntegratedGradients,50,279,2,7.41,92.59,1.55,5.86,0.1012
resnet18,IntegratedGradients,50,287,5,4.50,95.50,0.11,4.39,0.1012
resnet18,IntegratedGradients,50,290,5,2.99,97.01,0.19,2.80,0.1012
resnet18,IntegratedGradients,50,296,5,4.25,95.75,0.22,4.03,0.1012
resnet18,IntegratedGradients,50,299,2,38.33,61.67,30.78,7.55,0.1012
resnet18,IntegratedGradients,50,303,1,4.45,95.55,0.31,4.13,0.1012
resnet18,IntegratedGradients,50,317,5,3.21,96.79,0.10,3.11,0.1012
resnet18,IntegratedGradients,50,322,5,3.69,96.31,0.15,3.54,0.1012
resnet18,IntegratedGradients,50,336,7,5.51,94.49,0.03,5.48,0.1012
resnet18,IntegratedGradients,50,337,7,11.47,88.53,3.80,7.68,0.1012
resnet18,IntegratedGradients,50,339,5,9.17,90.83,2.70,6.47,0.1012
resnet18,IntegratedGradients,50,340,2,6.19,93.81,0.92,5.27,0.1012
resnet18,IntegratedGradients,50,344,5,3.06,96.94,0.40,2.66,0.1012
resnet18,IntegratedGradients,50,345,5,2.97,97.03,0.10,2.87,0.1012
resnet18,IntegratedGradients,50,353,7,8.13,91.87,2.32,5.81,0.1012
resnet18,IntegratedGradients,50,354,7,46.19,53.81,34.30,11.89,0.1012
resnet18,IntegratedGradients,50,357,5,2.87,97.13,0.13,2.74,0.1012
resnet18,IntegratedGradients,50,361,2,11.02,88.98,4.07,6.95,0.1012
resnet18,IntegratedGradients,50,363,4,38.42,61.58,9.50,28.92,0.1012
resnet18,IntegratedGradients,50,365,2,7.53,92.47,0.76,6.77,0.1012
resnet18,IntegratedGradients,50,367,2,6.30,93.70,0.15,6.15,0.1012
resnet18,IntegratedGradients,50,368,7,3.87,96.13,0.05,3.83,0.1012
resnet18,IntegratedGradients,50,371,7,9.05,90.95,3.06,5.99,0.1012
resnet18,IntegratedGradients,50,378,5,4.43,95.57,0.20,4.23,0.1012
resnet18,IntegratedGradients,50,389,5,3.88,96.12,0.09,3.79,0.1012
resnet18,IntegratedGradients,50,390,3,7.57,92.43,1.66,5.91,0.1012
resnet18,IntegratedGradients,50,396,5,2.81,97.19,0.14,2.67,0.1012
resnet18,IntegratedGradients,50,398,7,5.23,94.77,0.07,5.15,0.1012
resnet18,IntegratedGradients,50,406,5,3.43,96.57,0.22,3.21,0.1012
resnet18,IntegratedGradients,50,410,5,3.28,96.72,0.12,3.16,0.1012
resnet18,IntegratedGradients,50,411,5,2.86,97.14,0.17,2.69,0.1012
resnet18,IntegratedGradients,50,415,5,2.92,97.08,0.14,2.78,0.1012
resnet18,IntegratedGradients,50,418,7,4.02,95.98,0.02,4.00,0.1012
resnet18,IntegratedGradients,50,420,4,5.90,94.10,0.31,5.59,0.1012
resnet18,IntegratedGradients,50,423,5,3.16,96.84,0.31,2.85,0.1012
resnet18,IntegratedGradients,50,424,5,5.70,94.30,0.29,5.41,0.1012
resnet18,IntegratedGradients,25,3,7,28.34,71.66,0.41,27.93,0.1012
resnet18,IntegratedGradients,25,5,7,40.35,59.65,0.15,40.20,0.1012
resnet18,IntegratedGradients,25,7,5,20.96,79.04,0.00,20.96,0.1012
resnet18,IntegratedGradients,25,11,7,23.59,76.41,0.02,23.58,0.1012
resnet18,IntegratedGradients,25,15,5,13.32,86.68,0.00,13.32,0.1012
resnet18,IntegratedGradients,25,2,6,37.50,62.50,0.10,37.39,0.1012
resnet18,IntegratedGradients,25,5,0,17.86,82.14,0.07,17.79,0.1012
resnet18,IntegratedGradients,25,6,5,13.99,86.01,0.01,13.98,0.1012
resnet18,IntegratedGradients,25,8,5,14.35,85.65,0.00,14.35,0.1012
resnet18,IntegratedGradients,25,15,5,27.47,72.53,0.02,27.45,0.1012
resnet18,IntegratedGradients,25,22,1,47.94,52.06,0.01,47.94,0.1012
resnet18,IntegratedGradients,25,24,5,16.53,83.47,0.01,16.51,0.1012
resnet18,IntegratedGradients,25,29,7,31.11,68.89,0.30,30.82,0.1012
resnet18,IntegratedGradients,25,30,5,16.14,83.86,0.02,16.12,0.1012
resnet18,IntegratedGradients,25,35,7,46.36,53.64,3.97,42.40,0.1012
resnet18,IntegratedGradients,25,36,7,23.08,76.92,0.00,23.08,0.1012
resnet18,IntegratedGradients,25,44,5,12.25,87.75,0.00,12.25,0.1012
resnet18,IntegratedGradients,25,51,5,11.59,88.41,0.02,11.57,0.1012
resnet18,IntegratedGradients,25,63,5,19.96,80.04,0.00,19.96,0.1012
resnet18,IntegratedGradients,25,69,5,11.33,88.67,0.00,11.33,0.1012
resnet18,IntegratedGradients,25,74,2,33.81,66.19,0.07,33.74,0.1012
resnet18,IntegratedGradients,25,78,1,28.00,72.00,0.01,27.98,0.1012
resnet18,IntegratedGradients,25,80,7,36.53,63.47,0.22,36.30,0.1012
resnet18,IntegratedGradients,25,84,0,20.01,79.99,0.01,20.00,0.1012
resnet18,IntegratedGradients,25,89,4,23.81,76.19,0.00,23.81,0.1012
resnet18,IntegratedGradients,25,93,7,46.30,53.70,2.22,44.08,0.1012
resnet18,IntegratedGradients,25,94,7,23.15,76.85,0.02,23.14,0.1012
resnet18,IntegratedGradients,25,95,7,24.81,75.19,0.01,24.80,0.1012
resnet18,IntegratedGradients,25,96,5,19.76,80.24,0.00,19.76,0.1012
resnet18,IntegratedGradients,25,97,7,26.37,73.63,0.01,26.36,0.1012
resnet18,IntegratedGradients,25,101,7,24.02,75.98,0.00,24.02,0.1012
resnet18,IntegratedGradients,25,106,3,31.46,68.54,0.06,31.40,0.1012
resnet18,IntegratedGradients,25,115,5,26.39,73.61,0.04,26.35,0.1012
resnet18,IntegratedGradients,25,120,5,14.64,85.36,0.01,14.63,0.1012
resnet18,IntegratedGradients,25,125,2,27.96,72.04,0.02,27.94,0.1012
resnet18,IntegratedGradients,25,128,7,32.73,67.27,0.13,32.60,0.1012
resnet18,IntegratedGradients,25,129,5,62.24,37.76,0.58,61.67,0.1012
resnet18,IntegratedGradients,25,130,5,23.14,76.86,0.18,22.97,0.1012
resnet18,IntegratedGradients,25,133,2,33.76,66.24,0.01,33.74,0.1012
resnet18,IntegratedGradients,25,135,5,16.74,83.26,0.01,16.73,0.1012
resnet18,IntegratedGradients,25,142,5,13.78,86.22,0.00,13.78,0.1012
resnet18,IntegratedGradients,25,148,5,17.72,82.28,0.00,17.72,0.1012
resnet18,IntegratedGradients,25,152,7,40.27,59.73,0.61,39.66,0.1012
resnet18,IntegratedGradients,25,153,0,33.49,66.51,0.24,33.25,0.1012
